key	ko-KR	zh-CN	en-US	ja-JP	zh-TW
SETTING_WINDOW_HIDE_TO_TRAY_TOOLTIP	최소화 시 트레이로 숨김	关闭时隐藏到任务栏托盘	Hides to System Tray when Minimized	最小化するとタスクトレイに格納する	關閉時隱藏到工作欄
SETTING_WINDOW_OPACITY	창 투명도	窗口透明度	Opacity	ウィンドウの透明度	視窗透明度
SETTING_WINDOW_OPACITY_TOOLTIP	알리미 창 투명도 설정	设定通知器的窗口透明度	Set Opacity for GFAlarm	ウィンドウ透明度設定	設定通知器的視窗透明度
SETTING_WINDOW_COLOR	창 색상	窗口颜色	Color	ウィンドウの色	視窗顏色
SETTING_WINDOW_COLOR_TOOLTIP	창 색상 설정[br](기본값 [font color='#007acc']#007ACC[/font])	设定窗口颜色[br](标准值 [font color='#007acc']#007ACC[/font])	Set window color[br](Default [font color='#007acc']#007ACC[/font])	ウィンドウの色設定[br](デフォルト [font color='#007acc']#007ACC[/font])	設定視窗顏色[br](預設值 [font color='#007acc']#007ACC[/font])
SETTING_WINDOW_STICKY_WINDOW	창 자석	窗口磁铁功能	Sticky	ウィンドウの磁石機能	貼合視窗邊緣
SETTING_WINDOW_STICKY_WINDOW_TOOLTIP	알리미 창이 화면 가장자리에 붙도록 설정	设定通知器的窗口贴在屏幕边缘	Enable GFAlarm to stick to edge of screen	アラートのウィンドウが画面の隅に吸着するよう設定	設定通知器的視窗貼在屏幕邊緣
SETTING_MINIBAR_GROUP	미니바	Mini Bar	Mini Bar	ミニバー	小工具
SETTING_MINIBAR_USE_MINIBAR	미니바	Mini Bar	Mini Bar	ミニバー	小工具
SETTING_MINIBAR_USE_MINIBAR_COMMENT	주 모니터 하단에 미니바를 생성하여 알림 확인	주 모니터 하단에 미니바를 생성하여 알림 확인	주 모니터 하단에 미니바를 생성하여 알림 확인	メインモニター下部にミニバーを生成して、通知を確認	在主螢幕下方生成一個mini bar來預覽通知
SETTING_MINIBAR_USE_RIGHT_MODE	우측 모드	Right Mode	Right Mode	右側表示	視窗置右
SETTING_MINIBAR_SHOW_LOGISTICS	군수지원	군수지원	Logistics	後方支援	後勤支援
SETTING_MINIBAR_SHOW_AUTO_BATTLE	자율작전	자율작전	Auto Battle	自律作戦	自律作戰
SETTING_MINIBAR_SHOW_EXPLORATION	탐색	탐색	Exploration	探索	前進營地
SETTING_MINIBAR_SHOW_PRODUCE_GUN	인형제조	인형제조	T-Doll Production	人形製造	人形製造
SETTING_MINIBAR_SHOW_PRODUCE_EQUIP	장비제조	장비제조	Equip Production	装備製造	裝備製造
SETTING_MINIBAR_SHOW_SKILL_TRAIN	스킬훈련	스킬훈련	Skill Train	スキル訓練	技能訓練
SETTING_MINIBAR_SHOW_DATA_ANALYSIS	정보분석	정보분석	Data Analysis	情報解析	情報分析
SETTING_MINIBAR_SHOW_SANGVIS_RESCAN	목표재수색	목표재수색	Coalition Rescan	融合地区再スキャン	重新搜索
SETTING_MINIBAR_SHOW_SURPLUS_EXP	자유경험치	자유경험치	Surplus EXP	トータル経験値	全域經驗值
SETTING_MINIBAR_SHOW_COMBAT_SIMULATION	모의작전점수	모의작전점수	Sim Energy Point	AP	基礎動能
SETTING_MINIBAR_SHOW_SANGVIS_EXERCISE	혼합훈련점수	혼합훈련점수	Potential Energy Point	PE	基礎勢能
SETTING_MINIBAR_SHOW_SANGVIS_PULSE	전자기펄스	전자기펄스	Eletronic Impulse	電子パルス	電子脈衝
SETTING_MINIBAR_SHOW_GUN_COUNT	인형 인원	인형 인원	T-Doll Slot	人形倉庫	人形倉庫
SETTING_MINIBAR_SHOW_EQUIP_COUNT	장비 개수	장비 개수	Equip Depot	装備倉庫	裝備倉庫
SETTING_MINIBAR_SHOW_FAIRY_COUNT	요정 개수	요정 개수	Fairy Slot	妖精倉庫	妖精倉庫
SETTING_MINIBAR_SHOW_SANGVIS_COUNT	혼합세력 인원	혼합세력 인원	Coalition Slot	鉄血倉庫	鐵血倉庫
SETTING_MINIBAR_SHOW_WOUNDED_COUNT	중상	重创	Damaged	大破	重創
SETTING_MINIBAR_SHOW_MOVE_COUNT	제대이동	梯队移动	Echelon Move	部隊移動	梯隊移動
SETTING_MINIBAR_SHOW_FAIRY_COMMAND	요정지령	指令	Fairy Command	指令	指令
SETTING_EXTRA_GROUP	기타	其他	Extra	その他	其他
SETTING_EXTRA_USE_AUTO_UPDATE	자동 업데이트	Auto Update	Auto Update	自動更新	自動更新
SETTING_EXTRA_USE_AUTO_UPDATE_TOOLTIP	알리미 실행 시 최신 버전으로 자동 업데이트	알리미 실행 시 최신 버전으로 자동 업데이트	Automatically update to the latest version of GFAlarm during launch	起動時に最新バージョンに自動更新を行います	自動更新到最新版本
SETTING_EXTRA_USE_LOW_FRAMERATE	낮은 프레임 모드	낮은 프레임 모드	낮은 프레임 모드	FPS30固定	固定30FPS
SETTING_EXTRA_USE_LOW_FRAMERATE_TOOLTIP	애니메이션을 낮은 프레임으로 고정, 저사양 컴퓨터에서 CPU 사용률 감소, 프로그램 재시작 필요	애니메이션을 낮은 프레임으로 고정, 저사양 컴퓨터에서 CPU 사용률 감소, 프로그램 재시작 필요	애니메이션을 낮은 프레임으로 고정, 저사양 컴퓨터에서 CPU 사용률 감소, 프로그램 재시작 필요	FPSを30に固定することで負荷を軽減します	固定30FPS以減輕系統負擔
SETTING_EXTRA_USE_SHOW_SKIN	스킨 표현	스킨 표현	Show Skin	スキン適用	顯示裝扮
SETTING_EXTRA_USE_SHOW_SKIN_TOOLTIP	인형 초상화/유닛 표현 시 스킨 사용	인형 초상화/유닛 표현 시 스킨 사용	인형 초상화/유닛 표현 시 스킨 사용	ゲーム内でのスキンをアラームに適用します	在有可用的裝扮時顯示通知
SETTING_EXTRA_USE_HIGHLIGHT_COMPLETE_ITEM	완료된 알림 하이라이트	완료된 알림 하이라이트	Highlight Completed List Item	完了通知のハイライト	highlight已完成通知
SETTING_EXTRA_USE_HIGHLIGHT_COMPLETE_ITEM_TOOLTIP	알림 탭에 완료된 알림이 있을 경우 해당 방향으로 하이라이트	알림 탭에 완료된 알림이 있을 경우 해당 방향으로 하이라이트	알림 탭에 완료된 알림이 있을 경우 해당 방향으로 하이라이트	［通知］タブに完了した通知がある場合は、その方向にハイライト	在通知欄highlight已完成通知
SETTING_EXTRA_USE_SHOW_SUMMARY_DASHBOARD_ITEM	알림 탭 요약 표시	Show Summary On Alarm Tab	Show Summary On Alarm Tab	通知タブに概要を表示	顯示通知概要
SETTING_EXTRA_USE_SHOW_SUMMARY_DASHBOARD_ITEM_TOOLTIP	알림 탭 그룹박스를 접을 때 요약 표시	알림 탭 그룹박스를 접을 때 요약 표시	알림 탭 그룹박스를 접을 때 요약 표시	通知タブに概要を表示	收起通知群組時顯示摘要
SETTING_EXTRA_USE_SHOW_SUMMARY_ECHELON_ITEM	제대 탭 요약 표시	Show Summary On Echelon Tab	Show Summary On Echelon Tab	部隊タブに概要を表示	顯示部隊通知概要
SETTING_EXTRA_USE_SHOW_SUMMARY_ECHELON_ITEM_TOOLTIP	제대 탭 그룹박스를 접을 때 요약 표시	제대 탭 그룹박스를 접을 때 요약 표시	제대 탭 그룹박스를 접을 때 요약 표시	部隊タブに概要を表示	收起部隊通知群組時顯示摘要
SETTING_EXTRA_USE_CHECK_UPDATE	업데이트 확인	版本更新	Check for Update	アップデートチェック	版本更新檢測
SETTING_EXTRA_USE_CHECK_UPDATE_TOOLTIP	알리미 실행 시 최신 업데이트가 있는지 확인	运行通知器时版本更新	Check for the latest version of GFAlarm during launch	アラートが起動する時最新バージョンがあるか確認	運行程式時確認是否有最新更新
SETTING_EXTRA_USE_CHECK_DATABASE	DB 자동 업데이트	自动数据库更新	Auto DB Update	データベース自動アップデート	數據庫自動更新
SETTING_EXTRA_USE_CHECK_DATABASE_TOOLTIP	알리미 실행 시 최신 DB로 자동 업데이트	运行通知器时自动数据库更新	Auto DB Update	アラート起動時に最新のデータベースに自動更新	運行程式時自動更新數據庫
SETTING_EXTRA_LOG_LEVEL_TOOLTIP	로그 레벨[br][font color='#ffb400'](0: Trace, 1: Debug, 2: Info, 3: Warn, 4: Error, 5: Fatal)[/font]	日志等级[br][font color='#ffb400'](0: Trace, 1: Debug, 2: Info, 3: Warn, 4: Error, 5: Fatal)[/font]	Log Level[br][font color='#ffb400'](0: Trace, 1: Debug, 2: Info, 3: Warn, 4: Error, 5: Fatal)[/font]	ログレベル[br][font color='#ffb400'](0: Trace, 1: Debug, 2: Info, 3: Warn, 4: Error, 5: Fatal)[/font]	日誌等級[br][font color='#ffb400'](0: Trace, 1: Debug, 2: Info, 3: Warn, 4: Error, 5: Fatal)[/font]
SETTING_EXTRA_LOG_PACKET_TOOLTIP	로그에 패킷 출력[br]로그 레벨을 Info 이하로 설정할 것[br][font color='#F44336'](속도가 느려질 수 있음)[/font]	对日志输出包[br]日志等级设定到Info以下[br][font color='#F44336'](速度可能会变慢)[/font]	Print packets on log[br]Set Log Level to below Info[br][font color='#F44336'](Can slow down system)[/font]	ログにパケット出力[br]ログレベルをInfo以下に設定してください[br][font color='#F44336'](アプリが重くなるかも知れません)[/font]	對日誌輸出包[br]日誌等級設定到Info以下[br][font color='#F44336'](速度可能會變慢)[/font]
SETTING_EXTRA_USE_INGAME_MAIL	업데이트 내역 우편	In-Game Update History Mail	In-Game Update History Mail	アップデート通知ゲーム内メール	更新遊戲內歷史信件
SETTING_EXTRA_USE_INGAME_MAIL_TOOLTIP	인게임에서 알리미 업데이트 내역을 우편으로 확인	인게임에서 알리미 업데이트 내역을 우편으로 확인	Send GFAlarm update history to in-game mail	ゲーム内のメールにアラームの更新履歴を送信する	檢查遊戲內信箱是否有新信件
// Message					
MESSAGE_CONNECT_SUBJECT	연결 상태	连接现况	Connection	接続状態	連線狀況
MESSAGE_CONNECT_CONTENT	연결 성공	连接成功	Connection Success	接続成功	連線成功
MESSAGE_COMPLETE_LOGISTICS_SUBJECT	군수지원	后勤支援	Logistics	後方支援	後勤支援
MESSAGE_COMPLETE_LOGISTICS_CONTENT	군수지원 {0} 도착	到达 {0} 后勤支援	Logistic support {0} completed	後方支援 {0} 完了	後勤支援 {0} 完成
MESSAGE_COMPLETE_AUTO_BATTLE_SUBJECT	자율작전	自律作战	Auto-Battle	自律作戦	自律作戰
MESSAGE_COMPLETE_AUTO_BATTLE_CONTENT	자율작전 {0} 복귀	回归 {0} 自律作战	Auto-Battle {0} completed	自律作戦 {0} 完了	自律作戰 {0} 完成
MESSAGE_COMPLETE_COMBAT_REPORT_SUBJECT	작전보고서	作战报告	Combat Report	作戦報告書	作戰報告書
MESSAGE_COMPLETE_COMBAT_REPORT_CONTENT	작전보고서 {0}장 작성완료	制成了 {0}张 作战报告	Combat Report ({0} Sheets) completed	作戦報告書 {0}枚 作成完了	製作了 {0}張 作戰報告書
MESSAGE_COMPLETE_PRODUCE_DOLL_SUBJECT	인형제조	人形制造	T-Doll Production	人形製造	人形製造
MESSAGE_COMPLETE_PRODUCE_DOLL_CONTENT	{0}성 인형 {1} ({2}) 제조완료	{0}星 人形 {1} ({2}) 完成制造	{1} ({0} Star) Production completed	星{0} 人形 {1} ({2}) 製造完了	{0}星 人形 {1} ({2}) 完成製造
MESSAGE_COMPLETE_PRODUCE_EQUIP_SUBJECT	장비제조	装备制造	Equip Production	装備製造	裝備製造
MESSAGE_COMPLETE_PRODUCE_EQUIP_CONTENT	{0}성 장비 {1} 제조완료	{0}星 装备 {1} 完成制造	{1} ({0} Star) Production completed	星{0} 装備 {1} 製造完了	{0}星 裝備 {1} 完成製造
MESSAGE_COMPLETE_PRODUCE_FAIRY_CONTENT	요정 {0} 제조완료	妖精 {0} 完成制造	{0} Production completed	妖精 {0} 製造完了	妖精 {0}完成製造
MESSAGE_COMPLETE_TRAIN_SKILL_SUBJECT	스킬훈련	技能训练	Skill Training	スキル訓練	技能訓練
MESSAGE_COMPLETE_TRAIN_EXP_SUBJECT	경험훈련	经验训练	Exp Training	経験訓練	經驗訓練
MESSAGE_COMPLETE_TRAIN_DOLL_CONTENT	인형 {0} 훈련완료	人形 {0} 完成训练	{0} Training completed	人形 {0} 訓練完了	人形 {0} 完成訓練
MESSAGE_COMPLETE_TRAIN_FAIRY_CONTENT	요정 {0} 훈련완료	妖精 {0} 完成训练	{0} Training completed	妖精 {0} 訓練完了	妖精 {0} 完成訓練
MESSAGE_COMPLETE_TRAIN_SQUAD_CONTENT	중장비 {0} 훈련완료	重装部队 {0} 完成训练	{0} Training completed	重装部隊 {0} 訓練完了	重裝部隊 {0} 完成訓練
MESSAGE_COMPLETE_TRAIN_SANGVIS_CONTENT	혼합세력 {0} 훈련완료	融合势力 {0} 完成训练	{0} Training completed	融合勢力 {0} 訓練完了	融合勢力 {0} 完成訓練
MESSAGE_COMPLETE_DATA_ANALYSIS_SUBJECT	정보분석	情报解析	Intelligence Analysis	情報分析	情報解析
MESSAGE_COMPLETE_DATA_ANALYSIS_CONTENT	정보분석 완료	完成情报解析	Intelligence Analysis completed	情報分析完了	完成情報解析
MESSAGE_COMPLETE_RESTORE_SUBJECT	인형수복	人性修复	T-Doll Repair	人形修理	人形修復
MESSAGE_COMPLETE_RESTORE_CONTENT	인형 {0} 수복 완료	人形 {0} 修复成功	{0} Repair completed	人形 {0} 修理完了	人形 {0} 修復成功
MESSAGE_COMPLETE_EXPLORE_SUBJECT	전진기지	前进营地	Forward Basecamp	前進基地	前進營地
MESSAGE_COMPLETE_EXPLORE_CONTENT	탐색제대 귀환	探索梯队返回	Explore completed	探索部隊帰還	探索梯隊回歸
MESSAGE_MAX_SIM_POINT_SUBJECT	모의작전	模拟作战	Combat Simulation	模擬作戦	模擬作戰
MESSAGE_MAX_SIM_POINT_CONTENT	모의작전점수 {0}점 도달	模拟作战体力达到{0}点	Sim Energy {0} Point reached	模擬作戦APが{0}になりました	模擬作戰基礎動能達到{0}點
MESSAGE_MAX_SANGVIS_SIM_POINT_SUBJECT	혼합훈련	融合演习	Coalition Drill	融合演習	融合演習
MESSAGE_MAX_SANGVIS_SIM_POINT_CONTENT	혼합훈련점수 {0}점 도달	基础势能体力达到 {0}点	Potential Energy {0} Point reached	融合演習EPが{0}になりました	融合演習基礎勢能達到 {0}點
MESSAGE_MAX_SANGVIS_PULSE_POINT_SUBJECT	전자기펄스	电子脉冲	Electronic Impulses	電子パルス	電子脈衝
MESSAGE_MAX_SANGVIS_PULSE_POINT_CONTENT	전자기펄스 {0}개 도달	Electronic Impulses {0} Point reached	Electronic Impulses {0} Point reached	電子パルスが{0}になりました	電子脈衝已累積 {0} 點
MESSAGE_READY_SANGVIS_RESCAN_TITLE	목표수색	목표수색	Coalition Rescan	融合地区再スキャン	收歸行動重新搜索
MESSAGE_READY_SANGVIS_RESCAN_CONTENT	목표수색 준비	목표수색 준비	Coalition Rescan Ready	融合地区再スキャン可能	收歸行動已可重新搜索
MESSAGE_MAX_SURPLUS_EXP_SUBJECT	자유경험치	全局经验值	Surplus Exp	トータル経験値	全域經驗值
MESSAGE_MAX_SURPLUS_EXP_CONTENT	자유경험치 상한 도달	全局经验值达到上限	Maximum Surplus Exp reached	トータル経験値上限到達	全域經驗值達到上限
MESSAGE_MAX_DOLL_SUBJECT	창고	人形仓库	Armory	倉庫	人形倉庫
MESSAGE_MAX_DOLL_CONTENT	인형 상한 도달	人形数达到上限	T-Doll Slot limit reached	人形上限到達	人形倉庫已滿
MESSAGE_MAX_EQUIP_SUBJECT	창고	装备仓库	Armory	倉庫	裝備倉庫
MESSAGE_MAX_EQUIP_CONTENT	장비 상한 도달	装备数达到上限	Equip Depot limit reached	装備上限到達	裝備倉庫已滿
MESSAGE_MAX_FAIRY_SUBJECT	창고	창고	Armory	倉庫	妖精倉庫
MESSAGE_MAX_FAIRY_CONTENT	요정 상한 도달	요정 상한 도달	Fairy Slot limit reached	妖精上限到達	妖精倉庫已滿
MESSAGE_MAX_SANGVIS_SUBJECT	창고	창고	Armory	倉庫	融合勢力倉庫
MESSAGE_MAX_SANGVIS_CONTENT	혼합세력 상한 도달	혼합세력 상한 도달	Coalition Slot limit reached	融合上限上限	融合勢力倉庫已滿
MESSAGE_MISSION_RESCUE_DOLL_SUBJECT	창고	妖精仓库	T-Doll Slot	倉庫	救援人形訊息顯示
MESSAGE_MISSION_RESCUE_DOLL_CONTENT	{0}성 인형 {1} 획득	获得 {0}星 人形{1}	T-Doll {1} ({0} Star) rescued	星{0} 人形 {1} 獲得	獲得 {0}星 人形{1}
MESSAGE_MISSION_GET_EQUIP_SUBJECT	창고	装备仓库	Equip Depot	倉庫	打撈裝備訊息顯示
MESSAGE_MISSION_GET_EQUIP_CONTENT	장비 {0} ({1}성 {2}) 획득	获得 装备 {0} ({1}星 {2})	Equip {0} ({1} Star) obtained	装備 {0} (星{1} {2}) 獲得	獲得 裝備 {0} ({1}星 {2})
MESSAGE_MISSION_WIN_SUBJECT	전역	作战	Mission	戦役	作戰報告書
MESSAGE_MISSION_WIN_CONTENT	전역 승리	作战胜利	Mission completed	戦役勝利	作戰勝利
MESSAGE_MISSION_MOVE_TEAM_SUBJECT	전역	作战	Mission	戦役	作戰
MESSAGE_MISSION_MOVE_TEAM_CONTENT	제대이동 완료 ({0}회 이동)	梯队移动完成 ({0}回 移动)	Planning Mode completed ({0} times moved)	部隊移動完了({0}回移動)	梯隊已完成 ({0}回 移動)
MESSAGE_MISSION_MOVE_TEAM_AND_BATTLE_COMPLETE_SUBJECT	전역	作战	Mission	戦役	作戰
MESSAGE_MISSION_MOVE_TEAM_AND_BATTLE_COMPLETE_CONTENT	제대이동 완료 (전투 완료)	梯队移动完成 (战斗结束)	Planning Mode completed (Battle complete)	部隊移動完了(戦闘完了)	梯隊已完成移動 (戰鬥結束)
MESSAGE_DOLL_NEED_DUMMY_LINK_SUBJECT	인형	人形	T-Doll	人形	人形
MESSAGE_DOLL_NEED_DUMMY_LINK_CONTENT	{0}제대 {1} 편제확대 필요	{0}梯队 {1} 需要编制扩大	{0} Echelon {1} requires Dummy Link	{0}部隊 {1} 編制拡大必要	{0}梯隊 {1} 需要擴編
MESSAGE_DOLL_MAX_LEVEL_SUBJECT	인형	人形	T-Doll	人形	人形
MESSAGE_DOLL_MAX_LEVEL_CONTENT	{0}제대 {1} 최대 레벨 도달	{0}梯队 {1} 达到最大等级	{0} Echelon {1} Max Level reached	{0}部隊 {1} レベルカンスト	{0}梯隊 {1} 達到最大等級
MESSAGE_DOLL_HP_WARNING_SUBJECT	인형	人形	T-Doll	人形	人形
MESSAGE_DOLL_HP_WARNING_CONTENT	{0}제대 {1} 체력 경고 ({2}% 이하)	{0} 梯队 {1} 生命值警告 ({2}% 以下)	{0} Echelon {1} HP Warning	{0}部隊 {1} 修復が必要	{0} 梯隊 {1} 生命值警告 ({2}% 以下)
MESSAGE_PRODUCE_DOLL_SUBJECT	인형제조	人形制造	T-Doll Production	人形製造	人形製造
MESSAGE_PRODUCE_DOLL_CONTENT	{0}성 인형 {1} ({2}) 제조	制造 {0}星 人形 {1} ({2})	{2} {1} ({0} Star) Production completed	星{0} 人形 {1} ({2}) 製造	製造 {0}星 人形 {1} ({2})
MESSAGE_PRODUCE_EQUIP_SUBJECT	장비제조	装备制造	Equip Production	装備製造	裝備製造
MESSAGE_PRODUCE_EQUIP_CONTENT	{0}성 장비 {1} 제조	制造{0}星 装备 {1}	{1} ({0} Star) Production completed	星{0} 装備 {1} 製造	製造{0}星 裝備 {1}
MESSAGE_PRODUCE_FAIRY_CONTENT	요정 {0} 제조	妖精 {0} 制造	{0} Production complete	妖精 {0} 製造	妖精 {0} 製造
MESSAGE_THEATER_EXERCISE_SAVE_WAVE_SUBJECT	국지전	战区攻略系统	Theater	戦区	戰區攻略系统
MESSAGE_THEATER_EXERCISE_SAVE_WAVE_CONTENT	국지전 웨이브 정보를 확인하려면 재로그인 필요	要确认战区攻略系统的信息时需要重新登录	Requires re-log in to check Theater Wave info	戦区Wave情報を確認したい場合は再ログイン必要	要確認戰區攻略系统訊息時需要重新登入遊戲
MESSAGE_QUEST_DAILY_SUBJECT	일간임무	日常任务	Daily Quest	デイリー任務	每日任務
MESSAGE_QUEST_WEEKLY_SUBJECT	주간임무	周常任务	Weekly Quest	ウィークリー任務	每周任務
MESSAGE_QUEST_RESEARCH_SUBJECT	정보임무	情报任务	Intelligence Quest	情報任務	情報任務
MESSAGE_QUEST_BINGO_SUBJECT	빙고임무	活动任务	Bingo Quest	ビンゴ任務	密鑰任務
MESSAGE_QUEST_CONTENT	{0} 달성	达到 {0}	{0} Complete	{0} 達成	任務 {0} 完成
MESSAGE_TEST_SUBJECT	테스트 알림	测试通知	Test Notification	テスト	測試通知
MESSAGE_TEST_CONTENT	테스트 알림 성공	测试通知成功	Test Notification Success	テストアラート OK	測試通知完成
MESSAGE_TEST_WITH_VOICE_CONTENT	인형 {0} 음성	人形 {0} 语音	Doll {0} Voice	人形 {0} ボイス	人形 {0} 語音
MESSAGE_SANGVIS_SIM_RESULT_SUBJECT	혼합훈련	融合演习	Coalition Drill	融合演習	融合演習
MESSAGE_SANGVIS_SIM_RESULT_CONTENT	{0}/{1}초 ({2})	{0}/{1}Sec ({2})	{0}/{1}Sec ({2})	{0}/{1}秒 ({2})	{0}/{1}秒 ({2})
MESSAGE_MAX_EVENT_BOX_COUNT_SUBJECT	보급상자	보급상자	Event Box	補給箱/ポイント	活動物資箱
MESSAGE_MAX_EVENT_BOX_COUNT_CONTENT	보급상자 상한 도달	보급상자 상한 도달	Event Box limit reached	イベントアイテムのデイリー上限到達	活動物資箱達到獲取上限
MAIL_FORMAT	[소녀전선] {0}	[少女前线] {0}	[Girls Frontline] {0}	[ドルフロ] {0}	[少女前線] {0}
MARRIED	서약	誓约	Oathed	誓約	誓約
LOCKED	잠김	锁定	Locked	ロック	鎖定
// CSV Export					
DOLL_INFO_ID	ID	ID	ID	ID	ID
DOLL_INFO_NO	도감번호	图鉴编号	No.	図鑑番号	圖鑑編號
DOLL_INFO_TYPE	종류	类型	Type	種類	類型
DOLL_INFO_STAR	레어도	稀有度	Rarity	レアリティ	稀有度
DOLL_INFO_NAME	인형	人形	Name	人形	人形
DOLL_INFO_LEVEL	레벨	等级	Level	レベル	等級
DOLL_INFO_SUM_EXP	누적 경험치	累积经验值	Total Exp	累計経験値	累積經驗值
DOLL_INFO_CURRENT_EXP	현재 경험치	现在经验值	Current Exp	現在経験値	現在經驗值
DOLL_INFO_REQUIRE_EXP	필요 경험치	需要经验值	Required Exp	必要経験値	需要經驗值
DOLL_INFO_DUMMY_LINK	편제 수	编制数	Link	リンク数	編制數
DOLL_INFO_MOD	개조	心智升级	MOD	改造	心智升級
DOLL_INFO_MAX_HP	최대 체력	最大生命值	Max HP	最大HP	最大生命值
DOLL_INFO_HP	체력	生命	HP	HP	生命
DOLL_INFO_POW	화력	伤害	Damage	火力	傷害
DOLL_INFO_HIT	명중	命中	Accuracy	命中	命中
DOLL_INFO_DODGE	회피	回避	Evasion	回避	回避
DOLL_INFO_RATE	사속	射速	Rate of Fire	射速	射速
DOLL_INFO_SPEED	이동속도	移速	Move Speed	移動速度	移速
DOLL_INFO_ARMOR	장갑	护甲	Armor	防御	護甲
DOLL_INFO_BULLET	장탄	上弹数	Rounds	弾約数	上彈數
DOLL_INFO_CRIT	치명률	暴击概率	Crit.Damage	会心率	暴擊機率
DOLL_INFO_SKILL1	스킬1	技能1	Skill1	スキル1	技能1
DOLL_INFO_SKILL2	스킬2	技能2	Skill2	スキル2	技能2
DOLL_INFO_EQUIP1_ID	장비1 ID	装备1 ID	Equip1 ID	装備1 ID	裝備1 ID
DOLL_INFO_EQUIP1_NAME	장비1	装备1	Equip1	装備1	裝備1
DOLL_INFO_EQUIP2_ID	장비2 ID	装备2 ID	Equip2 ID	装備2 ID	裝備2 ID
DOLL_INFO_EQUIP2_NAME	장비2	装备2	Equip2	装備2	裝備2
DOLL_INFO_EQUIP3_ID	장비3 ID	装备3 ID	Equip3 ID	装備3 ID	裝備3 ID
DOLL_INFO_EQUIP3_NAME	장비3	装备3	Equip3	装備3	裝備3
DOLL_INFO_FAVOR	호감도	好感	Affection	好感度	好感度
DOLL_INFO_IS_MARRIED	서약여부	是否誓约	Oathed	誓約	是否誓约
DOLL_INFO_MARRIED_DATETIME	서약일	誓约日	Oathed Datetime	誓約日	誓約日
DOLL_INFO_IS_LOCK	잠김여부	是否锁定	Locked	ロック	是否鎖定
EQUIP_INFO_ID	ID	ID	ID	ID	ID
EQUIP_INFO_NO	도감번호	图鉴编号	No.	図鑑番号	圖鑑編號
EQUIP_INFO_TYPE	종류	类型	Type	種類	類型
EQUIP_INFO_STAR	레어도	稀有度	Star	レアリティ	稀有度
EQUIP_INFO_NAME	장비	装备	Name	装備	裝備
EQUIP_INFO_USE_DOLL_ID	착용인형 ID	穿戴人形ID	Doll ID	装備人形 ID	穿戴人形ID
EQUIP_INFO_USE_DOLL_NAME	착용인형	穿戴人形	Doll	装備人形	穿戴人形
EQUIP_INFO_POW	화력	伤害	Damage	火力	傷害
EQUIP_INFO_HIT	명중	命中	Accuracy	命中	命中
EQUIP_INFO_DODGE	회피	回避	Evasion	回避	回避
EQUIP_INFO_RATE	사속	射速	Rate of Fire	射速	射速
EQUIP_INFO_SPEED	이동속도	移速	Move Speed	移動速度	移速
EQUIP_INFO_CRIT_PERCENT	치명상	暴击	Crit.Rate	会心ダメージ	暴擊
EQUIP_INFO_CRIT_HARM_RATE	치명률	暴击概率	Crit.Damage	会心率	暴擊機率
EQUIP_INFO_ARMOR_PIERCING	관통	穿甲	Armor Pen.	破甲	穿甲
EQUIP_INFO_ARMOR	장갑	护甲	Armor	防御	護甲
EQUIP_INFO_SHIELD	보호막	护盾	Shield	シールド	護盾
EQUIP_INFO_DAMAGE_AMPLIFY	피해 증폭	伤害提升	Damage Amplify	被害増幅	傷害提升
EQUIP_INFO_DAMAGE_REDUCTION	피해 감쇄	伤害降低	Damage Reduction	被害減殺	傷害降低
EQUIP_INFO_NIGHT_VIEW_PERCENT	야시능력	夜视能力	Night View	暗視能力	夜視能力
EQUIP_INFO_BULLET_NUMBER_UP	장탄수	上弹数	Rounds	弾薬数	彈藥數
EQUIP_INFO_EXP	장비경험치	装备经验值	Equip Exp	装備経験値	裝備經驗值
EQUIP_INFO_LEVEL	강화레벨	强化等级	Equip Level	強化レベル	強化等級
EQUIP_INFO_ADJUST_COUNT	교정횟수	矫正次数	Adjust Count	校正回数	校正次數
EQUIP_INFO_IS_LOCKED	잠김여부	是否锁定	Locked	ロック	是否鎖定
FAIRY_INFO_ID	ID	ID	ID	ID	ID
FAIRY_INFO_NO	도감번호	图鉴编号	No	図鑑番号	圖鑑編號
FAIRY_INFO_NAME	요정	妖精	Name	妖精	妖精
FAIRY_INFO_POW	화력	伤害	Damage	火力	傷害
FAIRY_INFO_HIT	명중	命中	Accuracy	命中	命中
FAIRY_INFO_DODGE	회피	回避	Evasion	回避	回避
FAIRY_INFO_ARMOR	장갑	护甲	Armor	防御	護甲
FAIRY_INFO_CRITICAL_HARM_RATE	치명률	暴击概率	Crit.Damage	会心率	暴擊機率
FAIRY_INFO_QUALITY_LEVEL	레어도	稀有度	Rarity	レアリティ	稀有度
FAIRY_INFO_QUALITY_EXP	개발수치	开发值	Dev. Rate	開発値	開發值
FAIRY_INFO_LEVEL	레벨	等级	Level	レベル	等級
FAIRY_INFO_TRAIT	특성	特性	Talent	天賦	天賦
FAIRY_INFO_SKILL	스킬	技能	Skill	スキル	技能
FAIRY_INFO_IS_LOCKED	잠김여부	是否锁定	Locked	ロック	是否鎖定
SANGVIS_INFO_ID	ID	ID	ID	ID	ID
SANGVIS_INFO_NO	도감번호	图鉴编号	No.	図鑑番号	圖鑑編號
